district,month,category,unit_qty,unit_price,unit_total_cost
District 19,February,Office supplies,15,1.52,22.799999
District 19,February,Office supplies,9,1.23,11.07
District 19,February,Office supplies,16,.75999999,12.16
District 19,February,Food,9,1.39,12.51
District 19,February,Office supplies,13,2.8800001,37.440002
District 19,February,Food,10,1.61,16.1
District 19,February,Office supplies,14,1.27,17.779999
District 19,February,Food,2,.91000003,1.8200001
District 19,February,Office supplies,14,1.91,26.74
District 19,February,Food,8,.60000002,4.8000002
District 19,February,Food,20,2.96,59.200001
District 19,February,Office supplies,15,2.03,30.449999
District 19,February,Office supplies,14,2.28,31.92
District 19,March,Mentors,2,5,10
District 19,March,Office supplies,13,2.8499999,37.049999
District 19,March,Food,15,.47,7.0500002
District 19,March,Office supplies,7,2.6099999,18.269999
District 19,March,Office supplies,8,1.45,11.6
District 19,March,Office supplies,12,2.78,33.360001
District 19,March,Food,13,.88999999,11.57
District 19,March,Office supplies,20,.56,11.2
District 19,March,Food,12,2.5899999,31.079998
District 19,March,Food,13,.23999999,3.1199999
District 19,March,Food,19,1.6799999,31.919998
District 19,March,Office supplies,17,2.3099999,39.27
District 19,March,Office supplies,5,1.2,6
District 19,March,Office supplies,7,.80000001,5.5999999
District 19,March,Food,5,1.09,5.4500003
District 19,March,Office supplies,17,2.2,37.400002
District 19,March,Office supplies,15,.16,2.3999999
District 19,March,Food,6,1.5700001,9.4200001
District 19,March,Office supplies,2,.31,.62
District 19,March,Food,11,1.4299999,15.73
District 19,March,Food,7,1.72,12.04
District 19,April,Mentors,2,5,10
District 19,April,Office supplies,12,2.77,33.239998
District 19,April,Food,1,2.46,2.46
District 19,April,Office supplies,11,1.21,13.31
District 19,April,Food,6,2.5599999,15.36
District 19,April,Food,5,2.26,11.3
District 19,April,Office supplies,19,1.28,24.32
District 19,April,Office supplies,3,1.13,3.3899999
District 19,April,Food,16,.74000001,11.84
District 19,April,Office supplies,5,1.6,8
District 19,April,Office supplies,16,2.52,40.32
District 19,April,Food,13,1.48,19.24
District 19,April,Food,8,.69999999,5.5999999
District 19,April,Food,8,2.6400001,21.120001
District 19,April,Office supplies,12,2.8199999,33.84
District 19,April,Food,7,2.1300001,14.910001
District 19,April,Office supplies,14,1.74,24.360001
District 19,April,Office supplies,5,2.72,13.6
District 19,April,Food,20,1.23,24.6
District 19,April,Office supplies,14,2.05,28.699999
District 19,April,Office supplies,1,1.3200001,1.3200001
District 19,April,Food,9,2.96,26.639999
District 19,April,Office supplies,11,2.1900001,24.09
District 19,April,Food,6,1.17,7.0199995
District 19,April,Food,10,1.7,17
District 19,April,Office supplies,18,1.46,26.280001
District 19,May,Mentors,2,5,10
District 19,May,Food,5,1.26,6.3000002
District 19,May,Food,12,.25999999,3.1199999
District 19,May,Office supplies,12,.63,7.5599999
District 19,May,Food,15,2.8499999,42.75
District 19,May,Food,11,2.8299999,31.129999
District 19,May,Office supplies,1,.14,.14
District 19,May,Food,4,.66000003,2.6400001
District 19,May,Office supplies,6,2.1700001,13.02
District 19,May,Food,18,.20999999,3.78
District 19,May,Food,6,.98000002,5.8800001
District 19,May,Office supplies,13,2.0999999,27.299999
District 19,May,Office supplies,19,.25,4.75
District 19,May,Office supplies,15,2.74,41.099998
District 19,May,Office supplies,13,1.85,24.050001
District 19,May,Office supplies,11,2.45,26.950001
District 19,May,Food,16,.56,8.96
District 19,May,Food,15,1.7,25.5
District 19,May,Office supplies,3,.12,.35999998
District 19,June,Mentors,2,5,10
District 19,June,Office supplies,1,1.85,1.85
District 19,June,Office supplies,17,1.26,21.42
District 19,June,Office supplies,7,1.24,8.6800003
District 19,June,Food,1,2.29,2.29
District 19,June,Food,1,1.09,1.09
District 19,June,Office supplies,4,1.95,7.8000002
District 19,June,Office supplies,5,2.78,13.9
District 19,June,Food,11,1.47,16.17
District 19,June,Office supplies,2,2.4000001,4.8000002
District 19,June,Office supplies,11,.02,.22
District 19,June,Food,1,1.08,1.08
District 19,June,Food,6,2.8599999,17.16
District 19,June,Food,13,.94999999,12.349999
District 19,June,Office supplies,18,1.6,28.800001
District 19,June,Food,6,2.95,17.700001
District 19,June,Office supplies,11,1.03,11.33
District 19,June,Office supplies,16,2.3900001,38.240002
District 19,June,Food,17,2.3800001,40.460003
District 19,June,Office supplies,3,.22,.65999997
District 19,June,Food,5,1.78,8.8999996
District 19,July,Mentors,2,5,10
District 19,July,Food,10,2.79,27.9
District 19,July,Food,1,.99000001,.99000001
District 19,July,Food,6,2.54,15.24
District 19,July,Food,11,1.73,19.030001
District 19,July,Office supplies,17,1.13,19.209999
District 19,July,Food,12,2.3699999,28.439999
District 19,July,Office supplies,8,.62,4.96
District 19,July,Office supplies,6,1.8,10.799999
District 19,July,Food,12,1.01,12.12
District 19,July,Office supplies,13,2.3099999,30.029999
District 19,July,Food,20,2.1400001,42.800003
District 19,July,Office supplies,20,2.0899999,41.799999
District 19,July,Food,17,1.9400001,32.98
District 19,July,Food,3,1.29,3.8699999
District 19,August,Mentors,2,5,10
District 19,August,Office supplies,10,1.71,17.1
District 19,August,Food,2,.72000003,1.4400001
District 19,August,Food,14,1.71,23.940001
District 19,August,Office supplies,10,2.0899999,20.9
District 19,August,Office supplies,18,2.8599999,51.48
District 19,August,Food,15,.18000001,2.7
District 19,August,Office supplies,18,1.16,20.879999
District 19,August,Office supplies,17,.050000001,.85000002
District 19,August,Food,5,1.67,8.3499994
District 19,August,Food,6,1.49,8.9400005
District 19,August,Office supplies,7,1.29,9.0299997
District 19,August,Office supplies,9,2.55,22.949999
District 19,August,Office supplies,5,2.25,11.25
District 19,August,Food,14,2.8800001,40.32
District 19,August,Office supplies,18,2.1900001,39.420002
District 19,August,Office supplies,5,1.4299999,7.1499996
District 19,August,Food,13,1.35,17.550001
District 19,September,Mentors,2,5,10
District 19,September,Office supplies,12,2.6099999,31.32
District 19,September,Office supplies,3,2.9400001,8.8199997
District 19,September,Food,2,1.75,3.5
District 19,September,Office supplies,3,1.9299999,5.79
District 19,September,Food,9,1.23,11.07
District 19,September,Office supplies,8,.93000001,7.4400001
District 19,September,Food,12,1.28,15.36
District 19,September,Food,10,.63,6.3000002
District 19,September,Office supplies,1,.73000002,.73000002
District 19,September,Office supplies,14,2.1700001,30.380001
District 19,September,Office supplies,10,.55000001,5.5
District 19,September,Office supplies,18,.22,3.96
District 19,September,Food,6,2.71,16.26
District 19,September,Food,7,2.8099999,19.67
District 19,September,Office supplies,5,.83999997,4.1999998
District 19,September,Office supplies,8,.54000002,4.3200002
District 19,September,Food,9,.99000001,8.9099998
District 19,September,Office supplies,10,1.22,12.200001
District 19,October,Mentors,2,5,10
District 19,October,Food,10,.75,7.5
District 19,October,Food,2,1.41,2.8199999
District 19,October,Food,19,.50999999,9.6899996
District 19,October,Office supplies,1,1.8099999,1.8099999
District 19,October,Office supplies,8,.36000001,2.8800001
District 19,October,Office supplies,16,1.85,29.6
District 19,October,Office supplies,5,2.25,11.25
District 19,October,Office supplies,12,.12,1.4399999
District 19,October,Food,19,1.8099999,34.389999
District 19,October,Office supplies,9,2.99,26.91
District 19,October,Food,14,.63,8.8199997
District 19,October,Office supplies,10,2.0899999,20.9
District 19,October,Food,7,.95999998,6.7199998
District 19,October,Food,20,.5,10
District 19,October,Food,5,0,0
District 19,October,Office supplies,5,2.7,13.5
District 19,October,Food,10,.38,3.8
District 19,November,Mentors,2,5,10
District 19,November,Office supplies,13,1.64,21.32
District 19,November,Food,6,1.58,9.4800005
District 19,November,Office supplies,7,2.1300001,14.910001
District 19,November,Food,20,1.58,31.6
District 19,November,Office supplies,2,1.6900001,3.3800001
District 19,November,Food,11,.43000001,4.73
District 19,November,Food,17,.38999999,6.6299996
District 19,November,Office supplies,20,.47999999,9.5999994
District 19,November,Food,12,2.3599999,28.32
District 19,November,Office supplies,17,1.08,18.360001
District 19,November,Food,17,2.5699999,43.689999
District 19,November,Office supplies,16,1.46,23.360001
District 19,November,Office supplies,8,1.12,8.96
District 19,November,Food,18,1.33,23.940001
District 19,November,Food,16,1.1,17.6
District 19,November,Office supplies,11,1.48,16.280001
District 19,November,Office supplies,17,1.78,30.26
District 19,November,Office supplies,6,2.24,13.440001
District 19,December,Mentors,2,5,10
District 19,December,Office supplies,5,.28,1.4
District 19,December,Food,13,.12,1.5599999
District 19,December,Food,8,1.3,10.4
District 19,December,Office supplies,6,.25,1.5
District 19,December,Food,17,.64999998,11.049999
District 19,December,Food,12,.059999999,.71999997
District 19,December,Office supplies,3,2.3900001,7.1700001
District 19,December,Office supplies,14,2.28,31.92
District 19,December,Food,6,1.09,6.54
District 19,December,Office supplies,13,1.64,21.32
District 19,December,Office supplies,11,1.77,19.469999
District 19,December,Food,17,.090000004,1.5300001
District 19,December,Office supplies,15,1.28,19.199999
District 19,December,Food,5,2.95,14.75
District 19,December,Food,11,1.49,16.389999
District 19,December,Food,16,1.84,29.440001
District 19,December,Office supplies,12,1.66,19.92
District 2,January,Mentors,2,5,10
District 2,January,Office supplies,10,1.3099999,13.099999
District 2,January,Office supplies,8,.2,1.6
District 2,January,Office supplies,6,2.46,14.76
District 2,January,Food,18,1.46,26.280001
District 2,January,Food,15,1.14,17.1
District 2,January,Office supplies,18,1.45,26.1
District 2,January,Office supplies,10,2.23,22.299999
District 2,January,Office supplies,12,.74000001,8.8800001
District 2,January,Food,13,1.45,18.85
District 2,January,Food,16,.46000001,7.3600001
District 2,January,Food,19,.029999999,.56999999
District 2,January,Food,8,.80000001,6.4000001
District 2,January,Food,11,1.4299999,15.73
District 2,January,Office supplies,19,.94,17.860001
District 2,February,Mentors,2,5,10
District 2,February,Office supplies,2,.41,.81999999
District 2,February,Food,10,.94,9.3999996
District 2,February,Food,2,2.28,4.5599999
District 2,February,Food,9,1.65,14.849999
District 2,February,Food,2,1.76,3.52
District 2,February,Food,8,2.1099999,16.879999
District 2,February,Food,19,.55000001,10.45
District 2,February,Office supplies,4,.83999997,3.3599999
District 2,February,Food,10,1.73,17.299999
District 2,February,Office supplies,6,1.99,11.940001
District 2,February,Office supplies,20,.88,17.6
District 2,February,Food,7,2.0799999,14.559999
District 2,February,Office supplies,4,1.9,7.5999999
District 2,February,Office supplies,5,.55000001,2.75
District 2,February,Food,20,.72000003,14.400001
District 2,February,Food,15,.75,11.25
District 2,February,Food,5,2.8399999,14.2
District 2,February,Office supplies,6,.62,3.72
District 2,February,Food,3,2.3099999,6.9299998
District 2,March,Mentors,2,5,10
District 2,March,Office supplies,18,1.54,27.719999
District 2,March,Food,6,1.02,6.1199999
District 2,March,Food,8,2.5899999,20.719999
District 2,March,Office supplies,10,.28,2.8
District 2,March,Food,2,.91000003,1.8200001
District 2,March,Food,4,.63,2.52
District 2,March,Office supplies,4,1.36,5.4400001
District 2,March,Food,10,2.1500001,21.5
District 2,March,Food,20,1.89,37.799999
District 2,March,Food,5,1.71,8.5500002
District 2,March,Food,8,.87,6.96
District 2,March,Office supplies,8,2.24,17.92
District 2,March,Office supplies,9,.33000001,2.97
District 2,March,Food,6,2.47,14.82
District 2,March,Food,3,1.98,5.9400001
District 2,March,Office supplies,13,2.77,36.009998
District 2,March,Office supplies,16,1.1900001,19.040001
District 2,March,Office supplies,9,.56,5.04
District 2,March,Food,4,.23,.92000002
District 2,April,Mentors,2,5,10
District 2,April,Food,4,.41999999,1.6799999
District 2,April,Food,12,2.1500001,25.800001
District 2,April,Food,3,.69999999,2.0999999
District 2,April,Food,15,2.3399999,35.099998
District 2,April,Food,15,.44999999,6.75
District 2,April,Office supplies,5,2.1400001,10.700001
District 2,April,Food,20,2.26,45.200001
District 2,April,Food,1,2.4300001,2.4300001
District 2,April,Office supplies,17,.15000001,2.5500002
District 2,April,Food,20,1.0599999,21.199999
District 2,April,Food,4,2.9400001,11.76
District 2,April,Food,13,1.8200001,23.66
District 2,April,Food,18,2.49,44.82
District 2,April,Food,1,.47999999,.47999999
District 2,April,Office supplies,10,2.4400001,24.400002
District 2,April,Office supplies,8,.92000002,7.3600001
District 2,April,Food,12,.23999999,2.8799999
District 2,April,Food,13,1.51,19.629999
District 2,April,Office supplies,18,.41999999,7.5599999
District 2,May,Mentors,2,5,10
District 2,May,Office supplies,20,.75,15
District 2,May,Office supplies,9,2.8099999,25.289999
District 2,May,Food,11,.5,5.5
District 2,May,Food,7,1.63,11.41
District 2,May,Food,15,1.9,28.5
District 2,May,Office supplies,3,.30000001,.90000004
District 2,May,Office supplies,18,2.3,41.399998
District 2,May,Office supplies,11,2.3699999,26.07
District 2,May,Food,20,1.13,22.6
District 2,May,Office supplies,15,2.75,41.25
District 2,May,Office supplies,17,2.71,46.07
District 2,May,Food,14,.70999998,9.9399996
District 2,May,Food,19,2.3399999,44.459999
District 2,May,Food,6,2.1400001,12.84
District 2,May,Food,11,2.74,30.139999
District 2,May,Food,5,2.3299999,11.65
District 2,May,Office supplies,13,2.2,28.6
District 2,May,Office supplies,4,.61000001,2.4400001
District 2,May,Office supplies,7,1.35,9.4499998
District 2,May,Office supplies,13,.059999999,.77999997
District 2,May,Office supplies,19,2.97,56.43
District 2,May,Office supplies,1,1.09,1.09
District 2,June,Mentors,2,5,10
District 2,June,Office supplies,14,2.3,32.200001
District 2,June,Office supplies,17,1.95,33.150002
District 2,June,Office supplies,1,1.5700001,1.5700001
District 2,June,Food,14,1.5,21
District 2,June,Food,7,.0099999998,.07
District 2,June,Office supplies,10,1.53,15.299999
District 2,June,Office supplies,15,.89999998,13.5
District 2,June,Food,7,1.6,11.2
District 2,June,Office supplies,17,.20999999,3.5699999
District 2,June,Food,11,2.3099999,25.41
District 2,June,Food,10,2.6099999,26.099998
District 2,June,Office supplies,6,.11,.65999997
District 2,June,Food,7,2.3,16.1
District 2,June,Food,19,2.6600001,50.540001
District 2,June,Office supplies,14,2.6600001,37.240002
District 2,June,Food,20,.60000002,12
District 2,June,Office supplies,2,2.8,5.5999999
District 2,June,Food,7,1.25,8.75
District 2,June,Office supplies,19,2,38
District 2,June,Office supplies,12,.95999998,11.52
District 2,June,Food,10,.87,8.6999998
District 2,June,Office supplies,9,.63999999,5.7599998
District 2,June,Food,19,1.89,35.91
District 2,June,Office supplies,15,1.67,25.049999
District 2,June,Food,16,2.46,39.360001
District 2,June,Food,5,1.5700001,7.8500004
District 2,June,Food,13,2.3199999,30.16
District 2,July,Mentors,2,5,10
District 2,July,Office supplies,3,2.3399999,7.0199995
District 2,July,Food,3,.28999999,.87
District 2,July,Office supplies,6,2.5599999,15.36
District 2,July,Office supplies,2,.49000001,.98000002
District 2,July,Office supplies,14,2.8499999,39.899998
District 2,July,Office supplies,5,2.1300001,10.650001
District 2,July,Office supplies,15,2.3,34.5
District 2,July,Office supplies,8,2.73,21.84
District 2,July,Office supplies,5,2.9000001,14.5
District 2,July,Office supplies,15,.69,10.35
District 2,July,Office supplies,3,2,6
District 2,July,Office supplies,13,1.64,21.32
District 2,July,Office supplies,17,1.41,23.969999
District 2,July,Office supplies,15,1.54,23.099998
District 2,July,Food,9,.25999999,2.3399999
District 2,July,Food,18,1.95,35.100002
District 2,July,Office supplies,5,.66000003,3.3000002
District 2,July,Food,4,1.84,7.3600001
District 2,July,Office supplies,1,2.79,2.79
District 2,July,Office supplies,1,2.03,2.03
District 2,July,Office supplies,16,2.9000001,46.400002
District 2,July,Office supplies,10,.46000001,4.5999999
District 2,July,Office supplies,12,2.9400001,35.279999
District 2,July,Office supplies,6,1.3,7.7999997
District 2,August,Mentors,2,5,10
District 2,August,Food,10,2.8299999,28.299999
District 2,August,Office supplies,20,.059999999,1.1999999
District 2,August,Food,18,2.23,40.139999
District 2,August,Food,3,.88999999,2.6700001
District 2,August,Food,4,1.3099999,5.2399998
District 2,August,Office supplies,9,.25999999,2.3399999
District 2,August,Office supplies,11,2.6199999,28.82
District 2,August,Food,8,.34999999,2.8
District 2,August,Office supplies,8,1.97,15.76
District 2,August,Office supplies,18,1.4400001,25.920002
District 2,August,Food,19,.64999998,12.349999
District 2,August,Office supplies,7,2.1400001,14.98
District 2,August,Food,19,1.58,30.02
District 2,August,Food,5,.64999998,3.25
District 2,August,Food,4,.82999998,3.3199999
District 2,August,Food,16,.44,7.04
District 2,August,Food,5,.77999997,3.8999999
District 2,August,Office supplies,2,2.6199999,5.2399998
District 2,August,Food,11,.99000001,10.89
District 2,August,Office supplies,19,1.74,33.060001
District 2,September,Mentors,2,5,10
District 2,September,Food,5,2.25,11.25
District 2,September,Food,1,.44999999,.44999999
District 2,September,Food,14,1.49,20.860001
District 2,September,Food,8,2.26,18.08
District 2,September,Food,13,2.9000001,37.700001
District 2,September,Office supplies,16,2.1199999,33.919998
District 2,September,Food,6,1.59,9.54
District 2,September,Food,15,2.7,40.5
District 2,September,Food,6,.67000002,4.02
District 2,September,Office supplies,11,2.5799999,28.379999
District 2,September,Office supplies,2,1.34,2.6800001
District 2,September,Office supplies,12,2.76,33.119999
District 2,September,Food,10,1.99,19.9
District 2,September,Food,15,2.96,44.400002
District 2,September,Office supplies,4,2.3299999,9.3199997
District 2,September,Food,19,2.4200001,45.980003
District 2,September,Office supplies,1,1.76,1.76
District 2,September,Office supplies,6,.47,2.8199999
District 2,September,Office supplies,18,2.6300001,47.340004
District 2,September,Office supplies,2,1.98,3.96
District 2,September,Office supplies,10,.25999999,2.5999999
District 2,September,Office supplies,11,.62,6.8200002
District 2,October,Mentors,2,5,10
District 2,October,Food,2,2.98,5.96
District 2,October,Office supplies,8,1.4299999,11.44
District 2,October,Office supplies,5,2,10
District 2,October,Food,4,2.76,11.04
District 2,October,Office supplies,16,.81999999,13.12
District 2,October,Food,19,1.5700001,29.830002
District 2,October,Food,10,.72000003,7.2000003
District 2,October,Office supplies,6,1.46,8.7600002
District 2,October,Office supplies,8,.34999999,2.8
District 2,October,Office supplies,7,.34,2.3800001
District 2,October,Food,7,.99000001,6.9300003
District 2,October,Food,9,.63,5.6700001
District 2,October,Office supplies,8,2.4400001,19.52
District 2,October,Office supplies,6,2.0999999,12.599999
District 2,October,Office supplies,14,2.21,30.940001
District 2,October,Office supplies,6,.69999999,4.1999998
District 2,October,Office supplies,6,2.3,13.799999
District 2,October,Food,12,.25999999,3.1199999
District 2,October,Office supplies,18,2.51,45.18
District 2,October,Food,16,.74000001,11.84
District 2,October,Office supplies,12,1.41,16.92
District 2,November,Mentors,2,5,10
District 2,November,Office supplies,2,.61000001,1.22
District 2,November,Office supplies,10,2.6400001,26.400002
District 2,November,Office supplies,18,.57999998,10.44
District 2,November,Food,5,.76999998,3.8499999
District 2,November,Office supplies,3,.91000003,2.73
District 2,November,Food,7,.86000001,6.02
District 2,November,Office supplies,1,1.3200001,1.3200001
District 2,November,Office supplies,7,.75999999,5.3199997
District 2,November,Office supplies,8,.52999997,4.2399998
District 2,November,Food,2,.41999999,.83999997
District 2,November,Food,17,2.8399999,48.279999
District 2,November,Office supplies,12,.88999999,10.68
District 2,November,Office supplies,11,2.0699999,22.769999
District 2,November,Food,13,2.53,32.889999
District 2,November,Food,16,2.1700001,34.720001
District 2,November,Food,3,2.46,7.3800001
District 2,November,Office supplies,15,2.3399999,35.099998
District 2,November,Office supplies,5,.81,4.0500002
District 2,November,Food,15,2.0599999,30.9
District 2,November,Office supplies,7,1.41,9.8699999
District 2,November,Office supplies,4,1.8099999,7.2399998
District 2,December,Mentors,2,5,10
District 2,December,Office supplies,18,1.15,20.699999
District 2,December,Office supplies,5,.27000001,1.35
District 2,December,Office supplies,1,1.38,1.38
District 2,December,Office supplies,4,.67000002,2.6800001
District 2,December,Food,5,1.76,8.8000002
District 2,December,Office supplies,18,.64999998,11.7
District 2,December,Food,5,2.4400001,12.200001
District 2,December,Office supplies,15,2.3399999,35.099998
District 2,December,Food,12,2.5799999,30.959999
District 2,December,Food,11,.58999997,6.4899998
District 2,December,Office supplies,1,.17,.17
District 2,December,Food,15,.36000001,5.4000001
District 2,December,Office supplies,4,.13,.51999998
District 2,December,Food,16,1.14,18.24
District 2,December,Food,12,1.73,20.76
District 2,December,Food,8,2.24,17.92
District 2,December,Food,18,1.34,24.120001
District 2,December,Food,12,1.25,15
District 2,December,Food,19,.56,10.64
District 2,December,Office supplies,16,.5,8
District 2,December,Office supplies,16,1.71,27.360001
District 2,December,Office supplies,8,1.75,14
District 2,December,Food,8,1.03,8.2399998
District 20,January,Mentors,2,5,10
District 20,January,Food,1,.61000001,.61000001
District 20,January,Food,20,1.76,35.200001
District 20,January,Office supplies,13,1.67,21.709999
District 20,January,Food,9,2.95,26.550001
District 20,January,Office supplies,20,.029999999,.59999996
District 20,January,Food,13,1.2,15.6
District 20,January,Office supplies,5,1.83,9.1500006
District 20,January,Office supplies,14,.63,8.8199997
District 20,January,Office supplies,8,.47999999,3.8399999
District 20,January,Food,11,1.75,19.25
District 20,January,Food,18,.28,5.04
District 20,January,Office supplies,17,1.45,24.650002
District 20,January,Office supplies,15,.69999999,10.5
District 20,January,Office supplies,11,1.12,12.32
District 20,January,Food,1,.16,.16
District 20,January,Food,15,2,30
District 20,January,Food,18,2,36
District 20,February,Mentors,2,5,10
District 20,February,Food,4,.41,1.64
District 20,February,Food,19,2.3800001,45.220001
District 20,February,Office supplies,5,1.6799999,8.3999996
District 20,February,Office supplies,20,.23,4.5999999
District 20,February,Office supplies,7,.62,4.3400002
District 20,February,Food,4,1.71,6.8400002
District 20,February,Office supplies,11,1.38,15.18
District 20,February,Food,8,.34,2.72
District 20,February,Office supplies,9,1.53,13.77
District 20,February,Food,9,1.09,9.8100004
District 20,February,Food,1,1.41,1.41
District 20,February,Office supplies,9,1.4299999,12.87
District 20,February,Food,11,.74000001,8.1400003
District 20,February,Food,12,.93000001,11.16
District 20,February,Office supplies,14,2.3499999,32.899998
District 20,March,Mentors,2,5,10
District 20,March,Office supplies,13,2.3499999,30.549999
District 20,March,Food,8,.44999999,3.5999999
District 20,March,Office supplies,7,2.5599999,17.92
District 20,March,Office supplies,3,2.1700001,6.5100002
District 20,March,Food,15,1.73,25.950001
District 20,March,Office supplies,7,2.4400001,17.08
District 20,March,Office supplies,18,1.27,22.860001
District 20,March,Food,15,2.54,38.099998
District 20,March,Office supplies,13,.25,3.25
District 20,March,Office supplies,20,.25,5
District 20,March,Office supplies,1,2.3,2.3
District 20,March,Food,1,2.76,2.76
District 20,March,Office supplies,9,2.9300001,26.370001
District 20,March,Food,12,2.5599999,30.719999
District 20,March,Office supplies,15,1.86,27.9
District 20,March,Food,18,.57999998,10.44
District 20,March,Food,4,.46000001,1.84
District 20,March,Office supplies,18,2.1800001,39.240002
District 20,April,Mentors,2,5,10
District 20,April,Office supplies,20,2.3599999,47.199997
District 20,April,Office supplies,18,2.47,44.459999
District 20,April,Food,16,2.1099999,33.759998
District 20,April,Food,4,2.0599999,8.2399998
District 20,April,Office supplies,13,.11,1.4299999
District 20,April,Food,19,1.55,29.449999
District 20,April,Food,12,.41,4.9200001
District 20,April,Food,7,1.1900001,8.3299999
District 20,April,Office supplies,15,1.85,27.75
District 20,April,Office supplies,14,1.9299999,27.019999
District 20,April,Office supplies,4,2.9300001,11.72
District 20,April,Food,17,1.64,27.879999
District 20,April,Food,5,.60000002,3
District 20,April,Food,10,2.0799999,20.799999
District 20,April,Office supplies,20,.22,4.4000001
District 20,April,Food,16,1.21,19.360001
District 20,April,Food,11,.0099999998,.11
District 20,April,Office supplies,3,2.98,8.9400005
District 20,April,Office supplies,3,.28999999,.87
District 20,April,Food,11,1.15,12.65
District 20,April,Office supplies,9,2.3,20.699999
District 20,May,Mentors,2,5,10
District 20,May,Office supplies,7,2.3699999,16.59
District 20,May,Office supplies,8,2.79,22.32
District 20,May,Food,7,1.6799999,11.759999
District 20,May,Office supplies,9,.93000001,8.3699999
District 20,May,Food,11,1.03,11.33
District 20,May,Food,17,1.61,27.370001
District 20,May,Food,11,.69,7.5900002
District 20,May,Office supplies,1,1.92,1.92
District 20,May,Food,10,.38,3.8
District 20,May,Food,18,.72000003,12.960001
District 20,May,Office supplies,19,.99000001,18.809999
District 20,May,Food,18,.73000002,13.14
District 20,May,Food,13,2.3800001,30.940002
District 20,May,Office supplies,2,.56999999,1.14
District 20,May,Office supplies,16,2.71,43.360001
District 20,May,Food,16,2.78,44.48
District 20,May,Food,2,2.5599999,5.1199999
District 20,May,Office supplies,19,1.33,25.27
District 20,May,Food,1,1.63,1.63
District 20,May,Office supplies,3,2.72,8.1599998
District 20,June,Mentors,2,5,10
District 20,June,Food,9,2.76,24.84
District 20,June,Food,11,.62,6.8200002
District 20,June,Office supplies,10,1.83,18.300001
District 20,June,Office supplies,3,1.74,5.2200003
District 20,June,Office supplies,2,.86000001,1.72
District 20,June,Food,12,1.1900001,14.280001
District 20,June,Food,11,1.1,12.1
District 20,June,Office supplies,8,1.9,15.2
District 20,June,Office supplies,19,.75,14.25
District 20,June,Office supplies,14,1.2,16.800001
District 20,June,Food,20,2.48,49.599998
District 20,June,Office supplies,1,1.39,1.39
District 20,June,Food,10,.88999999,8.8999996
District 20,July,Mentors,2,5,10
District 20,July,Food,5,.79000002,3.95
District 20,July,Food,16,.98000002,15.68
District 20,July,Food,7,2.23,15.610001
District 20,July,Office supplies,9,2.5899999,23.309999
District 20,July,Food,11,1.74,19.139999
District 20,July,Food,12,1.74,20.880001
District 20,July,Office supplies,12,1.34,16.08
District 20,July,Food,15,1.52,22.799999
District 20,July,Food,7,.56,3.9200001
District 20,July,Food,18,2.3199999,41.759998
District 20,July,Office supplies,13,1.52,19.76
District 20,July,Office supplies,9,2,18
District 20,July,Food,3,1.4299999,4.29
District 20,July,Food,20,1.74,34.799999
District 20,July,Office supplies,14,.38,5.3199997
District 20,July,Food,16,.43000001,6.8800001
District 20,July,Office supplies,14,.62,8.6800003
District 20,July,Food,5,.94999999,4.75
District 20,July,Office supplies,8,1.66,13.28
District 20,July,Office supplies,12,.41999999,5.04
District 20,August,Mentors,2,5,10
District 20,August,Food,12,.69,8.2799997
District 20,August,Office supplies,11,.81999999,9.0199995
District 20,August,Office supplies,11,1.53,16.83
District 20,August,Food,5,1.0700001,5.3500004
District 20,August,Food,6,2.3599999,14.16
District 20,August,Office supplies,3,.85000002,2.5500002
District 20,August,Office supplies,12,1.9,22.799999
District 20,August,Office supplies,7,2.6199999,18.34
District 20,August,Office supplies,10,1.05,10.5
District 20,August,Food,15,1.79,26.849998
District 20,August,Food,3,1.4400001,4.3200002
District 20,August,Food,18,.46000001,8.2799997
District 20,August,Office supplies,15,2.1300001,31.950001
District 20,August,Office supplies,17,2.29,38.93
District 20,August,Food,9,1.4400001,12.960001
District 20,August,Office supplies,8,.40000001,3.2
District 20,September,Mentors,2,5,10
District 20,September,Food,20,.029999999,.59999996
District 20,September,Food,20,1.71,34.200001
District 20,September,Office supplies,9,.02,.17999999
District 20,September,Food,3,2.3599999,7.0799999
District 20,September,Office supplies,1,.62,.62
District 20,September,Food,14,1.05,14.699999
District 20,September,Food,1,2.0999999,2.0999999
District 20,September,Food,15,.40000001,6
District 20,September,Office supplies,3,2.78,8.3400002
District 20,September,Office supplies,16,.039999999,.63999999
District 20,September,Office supplies,11,1.99,21.889999
District 20,September,Office supplies,16,.38999999,6.2399998
District 20,September,Office supplies,2,.99000001,1.98
District 20,September,Office supplies,5,2.8399999,14.2
District 20,September,Office supplies,5,.94,4.6999998
District 20,September,Office supplies,4,.56,2.24
District 20,September,Food,5,1.33,6.6500001
District 20,September,Food,14,2.8599999,40.039997
District 20,September,Office supplies,2,.69999999,1.4
District 20,September,Office supplies,2,1.34,2.6800001
District 20,September,Food,17,.60000002,10.200001
District 20,September,Food,13,1,13
District 20,October,Mentors,2,5,10
District 20,October,Office supplies,19,.66000003,12.540001
District 20,October,Food,7,1.2,8.4000006
District 20,October,Food,16,1.6799999,26.879999
District 20,October,Food,3,.07,.21000001
District 20,October,Office supplies,12,1.36,16.32
